,clk_period_design,wns,sim_clk,decoders,decoders_per_subunit,C,vth,addon,tech,design_name,power_folder,is_nominal_gf22,is_ssg_asap7,power_type,power_clock_network,power_register,power_combinational,power_net_switching,power_cell_internal,power_cell_leakage,power_total,power_lut_int_power,power_lut_switch_power,power_lut_leak_power,power_lut_total_power,power_fp_adder_int_power,power_fp_adder_switch_power,power_fp_adder_leak_power,power_fp_adder_total_power,power_encoder_4_int_power,power_encoder_4_switch_power,power_encoder_4_leak_power,power_encoder_4_total_power,power_encoder_int_power,power_encoder_switch_power,power_encoder_leak_power,power_encoder_total_power,power_decoder_int_power,power_decoder_switch_power,power_decoder_leak_power,power_decoder_total_power,instance_count,area,area_lut,instance_count_lut,area_fp_adder,instance_count_fp_adder,area_encoder_4,instance_count_encoder_4,area_encoder,instance_count_encoder,area_decoder,instance_count_decoder,utilization
127,1400,400,1800,8,4,32,SL,,7,7_8_4_32_1400_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_32_1400_TT_SL-1800-write,False,False,write,3.187e-03,1.528e-03,4.378e-03,1.910e-03,2.859e-03,4.323e-03,9.092e-03,,,,,,,,,,,,,,,,,,,,,298815,42097.1992,,,,,,,,,,,0.4442
128,1600,182,1782,8,4,32,L,,7,7_8_4_32_1600_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_32_1600_TT_L-1782-execute,False,False,execute,3.091e-03,4.142e-04,0.0235,0.0177,8.925e-03,4.322e-04,0.0270,,,,,,,,,,,,,,,,,,,,,299814,42192.7695,,,,,,,,,,,0.4405
129,1600,182,1782,8,4,32,L,,7,7_8_4_32_1600_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_32_1600_TT_L-1782-write,False,False,write,3.257e-03,2.074e-04,1.880e-03,2.944e-03,1.974e-03,4.262e-04,5.344e-03,,,,,,,,,,,,,,,,,,,,,299814,42192.7695,,,,,,,,,,,0.4405
130,1600,382,1982,8,4,32,L,,7,7_8_4_32_1600_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_32_1600_TT_L-1982-execute,False,False,execute,2.783e-03,3.871e-04,0.0212,0.0159,8.025e-03,4.322e-04,0.0244,,,,,,,,,,,,,,,,,,,,,299814,42192.7695,,,,,,,,,,,0.4405
131,1600,382,1982,8,4,32,L,,7,7_8_4_32_1600_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_32_1600_TT_L-1982-write,False,False,write,2.932e-03,2.018e-04,1.714e-03,2.647e-03,1.775e-03,4.262e-04,4.848e-03,,,,,,,,,,,,,,,,,,,,,299814,42192.7695,,,,,,,,,,,0.4405
132,1600,204,1804,8,4,32,SL,,7,7_8_4_32_1600_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_32_1600_TT_SL-1804-execute,False,False,execute,3.786e-03,1.765e-03,0.0305,0.0180,0.0138,4.313e-03,0.0360,,,,,,,,,,,,,,,,,,,,,297811,42097.3438,,,,,,,,,,,0.4371
133,1600,204,1804,8,4,32,SL,,7,7_8_4_32_1600_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_32_1600_TT_SL-1804-write,False,False,write,3.982e-03,1.627e-03,4.229e-03,2.911e-03,2.684e-03,4.243e-03,9.839e-03,,,,,,,,,,,,,,,,,,,,,297811,42097.3438,,,,,,,,,,,0.4371
134,1600,404,2004,8,4,32,SL,,7,7_8_4_32_1600_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_32_1600_TT_SL-2004-execute,False,False,execute,3.446e-03,1.736e-03,0.0277,0.0162,0.0124,4.313e-03,0.0329,,,,,,,,,,,,,,,,,,,,,297811,42097.3438,,,,,,,,,,,0.4371
135,1600,404,2004,8,4,32,SL,,7,7_8_4_32_1600_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_32_1600_TT_SL-2004-write,False,False,write,3.624e-03,1.618e-03,4.039e-03,2.621e-03,2.417e-03,4.243e-03,9.281e-03,,,,,,,,,,,,,,,,,,,,,297811,42097.3438,,,,,,,,,,,0.4371
136,1400,440,1840,8,4,64,SL,,7,7_8_4_64_1400_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1400_TT_SL-1840-execute,False,False,execute,3.527e-03,3.032e-03,0.0479,0.0252,0.0212,8.016e-03,0.0545,,,,,,,,,,,,,,,,,,,,,526270,73253.0234,,,,,,,,,,,0.4422
137,1400,440,1840,8,4,64,SL,,7,7_8_4_64_1400_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1400_TT_SL-1840-write,False,False,write,3.749e-03,2.975e-03,7.859e-03,3.034e-03,3.646e-03,7.904e-03,0.0146,,,,,,,,,,,,,,,,,,,,,526270,73253.0234,,,,,,,,,,,0.4422
138,1400,640,2040,8,4,64,SL,,7,7_8_4_64_1400_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1400_TT_SL-2040-execute,False,False,execute,3.275e-03,3.002e-03,0.0436,0.0227,0.0192,8.016e-03,0.0499,,,,,,,,,,,,,,,,,,,,,526270,73253.0234,,,,,,,,,,,0.4422
139,1400,640,2040,8,4,64,SL,,7,7_8_4_64_1400_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1400_TT_SL-2040-write,False,False,write,3.476e-03,2.963e-03,7.490e-03,2.736e-03,3.288e-03,7.904e-03,0.0139,,,,,,,,,,,,,,,,,,,,,526270,73253.0234,,,,,,,,,,,0.4422
140,1500,458,1958,8,4,64,L,,7,7_8_4_64_1500_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1500_TT_L-1958-execute,False,False,execute,4.891e-03,5.311e-04,0.0332,0.0246,0.0133,7.981e-04,0.0386,,,,,,,,,,,,,,,,,,,,,527026,73356.7344,,,,,,,,,,,0.441
141,1500,458,1958,8,4,64,L,,7,7_8_4_64_1500_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1500_TT_L-1958-write,False,False,write,5.041e-03,3.619e-04,3.238e-03,4.996e-03,2.857e-03,7.875e-04,8.641e-03,,,,,,,,,,,,,,,,,,,,,527026,73356.7344,,,,,,,,,,,0.441
142,1500,658,2158,8,4,64,L,,7,7_8_4_64_1500_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1500_TT_L-2158-execute,False,False,execute,4.444e-03,5.085e-04,0.0302,0.0223,0.0120,7.981e-04,0.0351,,,,,,,,,,,,,,,,,,,,,527026,73356.7344,,,,,,,,,,,0.441
143,1500,658,2158,8,4,64,L,,7,7_8_4_64_1500_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1500_TT_L-2158-write,False,False,write,4.581e-03,3.561e-04,2.976e-03,4.533e-03,2.593e-03,7.875e-04,7.913e-03,,,,,,,,,,,,,,,,,,,,,527026,73356.7344,,,,,,,,,,,0.441
144,1500,246,1746,8,4,64,SL,,7,7_8_4_64_1500_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1500_TT_SL-1746-execute,False,False,execute,7.035e-03,3.211e-03,0.0505,0.0293,0.0234,8.050e-03,0.0608,,,,,,,,,,,,,,,,,,,,,530339,73482.6641,,,,,,,,,,,0.4384
145,1500,246,1746,8,4,64,SL,,7,7_8_4_64_1500_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1500_TT_SL-1746-write,False,False,write,7.241e-03,3.169e-03,8.029e-03,5.779e-03,4.707e-03,7.953e-03,0.0184,,,,,,,,,,,,,,,,,,,,,530339,73482.6641,,,,,,,,,,,0.4384
146,1500,446,1946,8,4,64,SL,,7,7_8_4_64_1500_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1500_TT_SL-1946-execute,False,False,execute,6.391e-03,3.181e-03,0.0458,0.0263,0.0210,8.050e-03,0.0553,,,,,,,,,,,,,,,,,,,,,530339,73482.6641,,,,,,,,,,,0.4384
147,1500,446,1946,8,4,64,SL,,7,7_8_4_64_1500_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1500_TT_SL-1946-write,False,False,write,6.576e-03,3.156e-03,7.629e-03,5.185e-03,4.223e-03,7.953e-03,0.0174,,,,,,,,,,,,,,,,,,,,,530339,73482.6641,,,,,,,,,,,0.4384
148,1600,246,1846,8,4,64,L,,7,7_8_4_64_1600_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1600_TT_L-1846-execute,False,False,execute,5.194e-03,5.482e-04,0.0351,0.0260,0.0140,7.975e-04,0.0408,,,,,,,,,,,,,,,,,,,,,526594,73325.8125,,,,,,,,,,,0.4408
149,1600,246,1846,8,4,64,L,,7,7_8_4_64_1600_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1600_TT_L-1846-write,False,False,write,5.354e-03,3.655e-04,3.398e-03,5.301e-03,3.029e-03,7.869e-04,9.117e-03,,,,,,,,,,,,,,,,,,,,,526594,73325.8125,,,,,,,,,,,0.4408
150,1600,446,2046,8,4,64,L,,7,7_8_4_64_1600_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1600_TT_L-2046-execute,False,False,execute,4.693e-03,5.227e-04,0.0317,0.0235,0.0126,7.975e-04,0.0369,,,,,,,,,,,,,,,,,,,,,526594,73325.8125,,,,,,,,,,,0.4408
151,1600,446,2046,8,4,64,L,,7,7_8_4_64_1600_TT_L,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1600_TT_L-2046-write,False,False,write,4.838e-03,3.590e-04,3.106e-03,4.783e-03,2.733e-03,7.869e-04,8.303e-03,,,,,,,,,,,,,,,,,,,,,526594,73325.8125,,,,,,,,,,,0.4408
152,1600,370,1970,8,4,64,SL,,7,7_8_4_64_1600_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1600_TT_SL-1970-execute,False,False,execute,6.352e-03,3.189e-03,0.0450,0.0258,0.0207,8.032e-03,0.0545,,,,,,,,,,,,,,,,,,,,,529895,73414.5156,,,,,,,,,,,0.438
153,1600,370,1970,8,4,64,SL,,7,7_8_4_64_1600_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1600_TT_SL-1970-write,False,False,write,6.534e-03,3.154e-03,7.532e-03,5.100e-03,4.184e-03,7.936e-03,0.0172,,,,,,,,,,,,,,,,,,,,,529895,73414.5156,,,,,,,,,,,0.438
154,1600,570,2170,8,4,64,SL,,7,7_8_4_64_1600_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1600_TT_SL-2170-execute,False,False,execute,5.838e-03,3.163e-03,0.0412,0.0234,0.0188,8.032e-03,0.0502,,,,,,,,,,,,,,,,,,,,,529895,73414.5156,,,,,,,,,,,0.438
155,1600,570,2170,8,4,64,SL,,7,7_8_4_64_1600_TT_SL,/usr/scratch2/vilan2/janniss/outputs/power/7_8_4_64_1600_TT_SL-2170-write,False,False,write,6.003e-03,3.143e-03,7.218e-03,4.630e-03,3.799e-03,7.936e-03,0.0164,,,,,,,,,,,,,,,,,,,,,529895,73414.5156,,,,,,,,,,,0.438
